和风天气中国城市列表 v1.3

城市/地区编码	英文	中文	国家代码	国家英文	国家中文	省英文	省中文	所属上级市英文	所属上级市中文	纬度	经度
CN101060303	antu	安图	CN	China	中国	jilin	吉林	yanbian	延边	43.110994	128.901865
CN101060304	wangqing	汪清	CN	China	中国	jilin	吉林	yanbian	延边	43.315426	129.766161
CN101060305	helong	和龙	CN	China	中国	jilin	吉林	yanbian	延边	42.547004	129.008748
CN101060306	yanbian	延边	CN	China	中国	jilin	吉林	yanbian	延边	42.904823	129.513228
CN101060307	longjing	龙井	CN	China	中国	jilin	吉林	yanbian	延边	42.771029	129.425747
CN101060308	hunchun	珲春	CN	China	中国	jilin	吉林	yanbian	延边	42.871057	130.365787
CN101060309	tumen	图们	CN	China	中国	jilin	吉林	yanbian	延边	42.966621	129.846701
CN101060401	siping	四平	CN	China	中国	jilin	吉林	siping	四平	43.170344	124.370785
CN101060402	shuangliao	双辽	CN	China	中国	jilin	吉林	siping	四平	43.518275	123.505283
CN101060403	lishu	梨树	CN	China	中国	jilin	吉林	siping	四平	43.30831	124.335802
CN101060404	gongzhuling	公主岭	CN	China	中国	jilin	吉林	siping	四平	43.509474	124.817588
CN101060405	yitong	伊通	CN	China	中国	jilin	吉林	siping	四平	43.345464	125.303124
CN101060406	tiexi	铁西	CN	China	中国	jilin	吉林	siping	四平	43.176263	124.360894
CN101060407	tiedong	铁东	CN	China	中国	jilin	吉林	siping	四平	43.16726	124.388464
CN101060501	tonghua	通化	CN	China	中国	jilin	吉林	tonghua	通化	41.721177	125.936501
CN101060502	meihekou	梅河口	CN	China	中国	jilin	吉林	tonghua	通化	42.530002	125.687336
CN101060503	liuhe	柳河	CN	China	中国	jilin	吉林	tonghua	通化	42.281484	125.740536
CN101060504	huinan	辉南	CN	China	中国	jilin	吉林	tonghua	通化	42.683459	126.042821
CN101060505	jian	集安	CN	China	中国	jilin	吉林	tonghua	通化	41.126276	126.186204
CN101060506	tonghuaxian	通化县	CN	China	中国	jilin	吉林	tonghua	通化	41.677918	125.753121
CN101060507	dongchang	东昌	CN	China	中国	jilin	吉林	tonghua	通化	41.721233	125.936716
CN101060508	erdaojiang	二道江	CN	China	中国	jilin	吉林	tonghua	通化	41.777564	126.045987
CN101060601	baicheng	白城	CN	China	中国	jilin	吉林	baicheng	白城	45.619026	122.841114
CN101060602	taonan	洮南	CN	China	中国	jilin	吉林	baicheng	白城	45.339113	122.783779
CN101060603	daan	大安	CN	China	中国	jilin	吉林	baicheng	白城	45.507648	124.291512
CN101060604	zhenlai	镇赉	CN	China	中国	jilin	吉林	baicheng	白城	45.846089	123.202246
CN101060605	tongyu	通榆	CN	China	中国	jilin	吉林	baicheng	白城	44.80915	123.088543
CN101060606	taobei	洮北	CN	China	中国	jilin	吉林	baicheng	白城	45.619253	122.842499
CN101060701	liaoyuan	辽源	CN	China	中国	jilin	吉林	liaoyuan	辽源	42.902692	125.145349
CN101060702	dongfeng	东丰	CN	China	中国	jilin	吉林	liaoyuan	辽源	42.675228	125.529623
CN101060703	dongliao	东辽	CN	China	中国	jilin	吉林	liaoyuan	辽源	42.927724	124.991995
CN101060704	longshan	龙山	CN	China	中国	jilin	吉林	liaoyuan	辽源	42.902702	125.145164
CN101060705	xian	西安	CN	China	中国	jilin	吉林	liaoyuan	辽源	42.920415	125.151424
CN101060801	songyuan	松原	CN	China	中国	jilin	吉林	songyuan	松原	45.118243	124.823608
CN101060802	qianan	乾安	CN	China	中国	jilin	吉林	songyuan	松原	45.006846	124.024361
CN101060803	qianguo	前郭	CN	China	中国	jilin	吉林	songyuan	松原	45.116288	124.826808
CN101060804	changling	长岭	CN	China	中国	jilin	吉林	songyuan	松原	44.276579	123.985184
CN101060805	fuyu	扶余	CN	China	中国	jilin	吉林	songyuan	松原	44.986199	126.042758
CN101060806	ningjiang	宁江	CN	China	中国	jilin	吉林	songyuan	松原	45.176498	124.827851
CN101060901	baishan	白山	CN	China	中国	jilin	吉林	baishan	白山	41.942505	126.427839
CN101060902	jingyu	靖宇	CN	China	中国	jilin	吉林	baishan	白山	42.389689	126.808386
CN101060903	linjiang	临江	CN	China	中国	jilin	吉林	baishan	白山	41.810689	126.919296
CN101060905	changbai	长白	CN	China	中国	jilin	吉林	baishan	白山	41.419361	128.203384
CN101060906	fusong	抚松	CN	China	中国	jilin	吉林	baishan	白山	42.332643	127.273796
CN101060907	jiangyuan	江源	CN	China	中国	jilin	吉林	baishan	白山	42.048109	126.584229
CN101060908	hunjiang	浑江	CN	China	中国	jilin	吉林	baishan	白山	41.943065	126.428035
CN101070101	shenyang	沈阳	CN	China	中国	liaoning	辽宁	shenyang	沈阳	41.796767	123.429096
CN101070102	hunnan	浑南	CN	China	中国	liaoning	辽宁	shenyang	沈阳	41.741946	123.458981
CN101070103	liaozhong	辽中	CN	China	中国	liaoning	辽宁	shenyang	沈阳	41.512725	122.731269
CN101070104	kangping	康平	CN	China	中国	liaoning	辽宁	shenyang	沈阳	42.741533	123.352703
CN101070105	faku	法库	CN	China	中国	liaoning	辽宁	shenyang	沈阳	42.507045	123.416722
CN101070106	xinmin	新民	CN	China	中国	liaoning	辽宁	shenyang	沈阳	41.996508	122.828868
CN101070107	heping	和平	CN	China	中国	liaoning	辽宁	shenyang	沈阳	41.788074	123.406664
CN101070108	shenhe	沈河	CN	China	中国	liaoning	辽宁	shenyang	沈阳	41.795591	123.445696
CN101070109	dadong	大东	CN	China	中国	liaoning	辽宁	shenyang	沈阳	41.808503	123.469956
CN101070110	huanggu	皇姑	CN	China	中国	liaoning	辽宁	shenyang	沈阳	41.822336	123.405677
CN101070111	tiexi	铁西	CN	China	中国	liaoning	辽宁	shenyang	沈阳	41.787808	123.350664
CN101070112	sujiatun	苏家屯	CN	China	中国	liaoning	辽宁	shenyang	沈阳	41.665904	123.341604
CN101070113	shenbeixinqu	沈北新区	CN	China	中国	liaoning	辽宁	shenyang	沈阳	42.052312	123.521471
CN101070114	yuhong	于洪	CN	China	中国	liaoning	辽宁	shenyang	沈阳	41.795833	123.310829
CN101070115	dongling	东陵	CN	China	中国	liaoning	辽宁	shenyang	沈阳	41.741946	123.458981
CN101070201	dalian	大连	CN	China	中国	liaoning	辽宁	dalian	大连	38.91459	121.618622
CN101070202	wafangdian	瓦房店	CN	China	中国	liaoning	辽宁	dalian	大连	39.63065	122.002656
CN101070203	jinzhou	金州	CN	China	中国	liaoning	辽宁	dalian	大连	39.052745	121.789413
CN101070204	pulandian	普兰店	CN	China	中国	liaoning	辽宁	dalian	大连	39.401555	121.9705
CN101070205	lvshun	旅顺	CN	China	中国	liaoning	辽宁	dalian	大连	38.812043	121.26713
CN101070206	changhai	长海	CN	China	中国	liaoning	辽宁	dalian	大连	39.272399	122.587824
CN101070207	zhuanghe	庄河	CN	China	中国	liaoning	辽宁	dalian	大连	39.69829	122.970612
CN101070208	zhongshan	中山	CN	China	中国	liaoning	辽宁	dalian	大连	38.921553	121.64376
CN101070209	xigang	西岗	CN	China	中国	liaoning	辽宁	dalian	大连	38.914266	121.616112
CN101070210	shahekou	沙河口	CN	China	中国	liaoning	辽宁	dalian	大连	38.912859	121.593702
CN101070211	ganjingzi	甘井子	CN	China	中国	liaoning	辽宁	dalian	大连	38.975148	121.582614
CN101070301	anshan	鞍山	CN	China	中国	liaoning	辽宁	anshan	鞍山	41.110626	122.995632
CN101070302	taian	台安	CN	China	中国	liaoning	辽宁	anshan	鞍山	41.38686	122.429736
CN101070303	xiuyan	岫岩	CN	China	中国	liaoning	辽宁	anshan	鞍山	40.281509	123.28833
CN101070304	haicheng	海城	CN	China	中国	liaoning	辽宁	anshan	鞍山	40.852533	122.752199
CN101070305	tiedong	铁东	CN	China	中国	liaoning	辽宁	anshan	鞍山	41.110344	122.994475
CN101070306	tiexi	铁西	CN	China	中国	liaoning	辽宁	anshan	鞍山	41.11069	122.971834
CN101070307	lishan	立山	CN	China	中国	liaoning	辽宁	anshan	鞍山	41.150622	123.024806
CN101070308	qianshan	千山	CN	China	中国	liaoning	辽宁	anshan	鞍山	41.068909	122.949298
CN101070401	fushun	抚顺	CN	China	中国	liaoning	辽宁	fushun	抚顺	41.922644	124.097979
CN101070402	xinbin	新宾	CN	China	中国	liaoning	辽宁	fushun	抚顺	41.732456	125.037547
CN101070403	qingyuan	清原	CN	China	中国	liaoning	辽宁	fushun	抚顺	42.10135	124.927192
CN101070405	xinfu	新抚	CN	China	中国	liaoning	辽宁	fushun	抚顺	41.86082	123.902858
CN101070406	dongzhou	东洲	CN	China	中国	liaoning	辽宁	fushun	抚顺	41.866829	124.047219
CN101070407	wanghua	望花	CN	China	中国	liaoning	辽宁	fushun	抚顺	41.851803	123.801509
CN101070408	shuncheng	顺城	CN	China	中国	liaoning	辽宁	fushun	抚顺	41.881132	123.917165
CN101070501	benxi	本溪	CN	China	中国	liaoning	辽宁	benxi	本溪	41.297909	123.770519
CN101070502	benxixian	本溪县	CN	China	中国	liaoning	辽宁	benxi	本溪	41.18	124.17
CN101070503	pingshan	平山	CN	China	中国	liaoning	辽宁	benxi	本溪	41.291581	123.761231
CN101070504	huanren	桓仁	CN	China	中国	liaoning	辽宁	benxi	本溪	41.268997	125.359195
CN101070505	xihu	溪湖	CN	China	中国	liaoning	辽宁	benxi	本溪	41.330056	123.765226
CN101070506	mingshan	明山	CN	China	中国	liaoning	辽宁	benxi	本溪	41.302429	123.763288
CN101070507	nanfen	南芬	CN	China	中国	liaoning	辽宁	benxi	本溪	41.104093	123.748381
CN101070601	dandong	丹东	CN	China	中国	liaoning	辽宁	dandong	丹东	40.124296	124.383044
CN101070602	fengcheng	凤城	CN	China	中国	liaoning	辽宁	dandong	丹东	40.457567	124.071067
CN101070603	kuandian	宽甸	CN	China	中国	liaoning	辽宁	dandong	丹东	40.730412	124.784867
CN101070604	donggang	东港	CN	China	中国	liaoning	辽宁	dandong	丹东	39.883467	124.149437
CN101070605	yuanbao	元宝	CN	China	中国	liaoning	辽宁	dandong	丹东	40.136483	124.397814
CN101070606	zhenxing	振兴	CN	China	中国	liaoning	辽宁	dandong	丹东	40.102801	124.361153
CN101070607	zhenan	振安	CN	China	中国	liaoning	辽宁	dandong	丹东	40.158557	124.427709
CN101070701	jinzhou	锦州	CN	China	中国	liaoning	辽宁	jinzhou	锦州	41.119269	121.135742
CN101070702	linghai	凌海	CN	China	中国	liaoning	辽宁	jinzhou	锦州	41.171738	121.364236
CN101070703	guta	古塔	CN	China	中国	liaoning	辽宁	jinzhou	锦州	41.115719	121.130085
CN101070704	yixian	义县	CN	China	中国	liaoning	辽宁	jinzhou	锦州	41.537224	121.242831
CN101070705	heishan	黑山	CN	China	中国	liaoning	辽宁	jinzhou	锦州	41.691804	122.117915
CN101070706	beizhen	北镇	CN	China	中国	liaoning	辽宁	jinzhou	锦州	41.598764	121.795962
CN101070707	linghe	凌河	CN	China	中国	liaoning	辽宁	jinzhou	锦州	41.114662	121.151304
CN101070708	taihe	太和	CN	China	中国	liaoning	辽宁	jinzhou	锦州	41.105378	121.107297
CN101070801	yingkou	营口	CN	China	中国	liaoning	辽宁	yingkou	营口	40.667432	122.235151
CN101070802	dashiqiao	大石桥	CN	China	中国	liaoning	辽宁	yingkou	营口	40.633973	122.505894
CN101070803	gaizhou	盖州	CN	China	中国	liaoning	辽宁	yingkou	营口	40.405234	122.355534
CN101070804	zhanqian	站前	CN	China	中国	liaoning	辽宁	yingkou	营口	40.669949	122.253235
CN101070805	xishi	西市	CN	China	中国	liaoning	辽宁	yingkou	营口	40.663086	122.210067
CN101070806	bayuquan	鲅鱼圈	CN	China	中国	liaoning	辽宁	yingkou	营口	40.263646	122.127242
CN101070807	laobian	老边	CN	China	中国	liaoning	辽宁	yingkou	营口	40.682723	122.382584
CN101070901	fuxin	阜新	CN	China	中国	liaoning	辽宁	fuxin	阜新	42.058607	121.743125
CN101070902	zhangwu	彰武	CN	China	中国	liaoning	辽宁	fuxin	阜新	42.384823	122.537444
CN101070903	haizhou	海州	CN	China	中国	liaoning	辽宁	fuxin	阜新	42.011162	121.657639
CN101070904	xinqiu	新邱	CN	China	中国	liaoning	辽宁	fuxin	阜新	42.086603	121.790541
CN101070905	taiping	太平	CN	China	中国	liaoning	辽宁	fuxin	阜新	42.011145	121.677575
CN101070906	qinghemen	清河门	CN	China	中国	liaoning	辽宁	fuxin	阜新	41.780477	121.42018
CN101070907	xihe	细河	CN	China	中国	liaoning	辽宁	fuxin	阜新	42.019218	121.654791
CN101071001	liaoyang	辽阳	CN	China	中国	liaoning	辽宁	liaoyang	辽阳	41.269402	123.18152
CN101071002	liaoyangxian	辽阳县	CN	China	中国	liaoning	辽宁	liaoyang	辽阳	41.216479	123.079674
CN101071003	dengta	灯塔	CN	China	中国	liaoning	辽宁	liaoyang	辽阳	41.427836	123.325864
CN101071004	gongchangling	弓长岭	CN	China	中国	liaoning	辽宁	liaoyang	辽阳	41.157831	123.431633
CN101071005	baita	白塔	CN	China	中国	liaoning	辽宁	liaoyang	辽阳	41.26745	123.172611
CN101071006	wensheng	文圣	CN	China	中国	liaoning	辽宁	liaoyang	辽阳	41.266765	123.188227
CN101071007	hongwei	宏伟	CN	China	中国	liaoning	辽宁	liaoyang	辽阳	41.205747	123.200461
CN101071008	taizihe	太子河	CN	China	中国	liaoning	辽宁	liaoyang	辽阳	41.251682	123.185336
CN101071101	tieling	铁岭	CN	China	中国	liaoning	辽宁	tieling	铁岭	42.223316	123.725669
CN101071102	kaiyuan	开原	CN	China	中国	liaoning	辽宁	tieling	铁岭	42.542141	124.045551
CN101071103	changtu	昌图	CN	China	中国	liaoning	辽宁	tieling	铁岭	42.784441	124.11017
CN101071104	xifeng	西丰	CN	China	中国	liaoning	辽宁	tieling	铁岭	42.738091	124.72332
CN101071105	tiefa	调兵山	CN	China	中国	liaoning	辽宁	tieling	铁岭	42.450734	123.545366
CN101071106	yinzhou	银州	CN	China	中国	liaoning	辽宁	tieling	铁岭	42.292278	123.844877
CN101071107	qinghe	清河	CN	China	中国	liaoning	辽宁	tieling	铁岭	42.542978	124.14896
CN101071201	chaoyang	朝阳	CN	China	中国	liaoning	辽宁	chaoyang	朝阳	41.576758	120.451176
CN101071202	shuangta	双塔	CN	China	中国	liaoning	辽宁	chaoyang	朝阳	41.579389	120.44877
CN101071203	lingyuan	凌源	CN	China	中国	liaoning	辽宁	chaoyang	朝阳	41.243086	119.404789
CN101071204	kazuo	喀左	CN	China	中国	liaoning	辽宁	chaoyang	朝阳	41.05	119.43
CN101071205	beipiao	北票	CN	China	中国	liaoning	辽宁	chaoyang	朝阳	41.803286	120.766951
CN101071206	longcheng	龙城	CN	China	中国	liaoning	辽宁	chaoyang	朝阳	41.576749	120.413376
CN101071207	jianpingxian	建平县	CN	China	中国	liaoning	辽宁	chaoyang	朝阳	41.402576	119.642363
CN101071301	panjin	盘锦	CN	China	中国	liaoning	辽宁	panjin	盘锦	41.124484	122.06957
CN101071302	dawa	大洼	CN	China	中国	liaoning	辽宁	panjin	盘锦	40.994428	122.071708
CN101071303	panshan	盘山	CN	China	中国	liaoning	辽宁	panjin	盘锦	41.240701	121.98528
CN101071304	shuangtaizi	双台子	CN	China	中国	liaoning	辽宁	panjin	盘锦	41.190365	122.055733
CN101071305	xinglongtai	兴隆台	CN	China	中国	liaoning	辽宁	panjin	盘锦	41.122423	122.071624
CN101071401	huludao	葫芦岛	CN	China	中国	liaoning	辽宁	huludao	葫芦岛	40.755572	120.856394
CN101071402	jianchang	建昌	CN	China	中国	liaoning	辽宁	huludao	葫芦岛	40.812871	119.807776
CN101071403	suizhong	绥中	CN	China	中国	liaoning	辽宁	huludao	葫芦岛	40.328407	120.342112
CN101071404	xingcheng	兴城	CN	China	中国	liaoning	辽宁	huludao	葫芦岛	40.619413	120.729365
CN101071405	lianshan	连山	CN	China	中国	liaoning	辽宁	huludao	葫芦岛	40.755143	120.85937
CN101071406	longgang	龙港	CN	China	中国	liaoning	辽宁	huludao	葫芦岛	40.709991	120.838569
CN101071407	nanpiao	南票	CN	China	中国	liaoning	辽宁	huludao	葫芦岛	41.098813	120.752314
CN101080101	huhehaote	呼和浩特	CN	China	中国	neimenggu	内蒙古	huhehaote	呼和浩特	40.818311	111.670801
CN101080102	tuzuoqi	土左旗	CN	China	中国	neimenggu	内蒙古	huhehaote	呼和浩特	40.41	111.09
CN101080103	tuoxian	托县	CN	China	中国	neimenggu	内蒙古	huhehaote	呼和浩特	40.16	111.11
CN101080104	helin	和林	CN	China	中国	neimenggu	内蒙古	huhehaote	呼和浩特	40.380288	111.824143
CN101080105	qingshuihe	清水河	CN	China	中国	neimenggu	内蒙古	huhehaote	呼和浩特	39.912479	111.67222
CN101080106	saihan	赛罕	CN	China	中国	neimenggu	内蒙古	huhehaote	呼和浩特	40.807834	111.698463
CN101080107	wuchuan	武川	CN	China	中国	neimenggu	内蒙古	huhehaote	呼和浩特	41.094483	111.456563
CN101080108	xincheng	新城	CN	China	中国	namenggu	内蒙古	huhehaote	呼和浩特	40.826225	111.685964
CN101080109	huimin	回民	CN	China	中国	namenggu	内蒙古	huhehaote	呼和浩特	40.815149	111.662162
CN101080110	yuquan	玉泉	CN	China	中国	namenggu	内蒙古	huhehaote	呼和浩特	40.799421	111.66543
CN101080201	baotou	包头	CN	China	中国	neimenggu	内蒙古	baotou	包头	40.658168	109.840405
CN101080202	baiyunebo	白云鄂博	CN	China	中国	neimenggu	内蒙古	baotou	包头	41.769246	109.97016
CN101080204	tuyouqi	土右旗	CN	China	中国	neimenggu	内蒙古	baotou	包头	40.33	110.32
CN101080205	guyang	固阳	CN	China	中国	neimenggu	内蒙古	baotou	包头	41.030004	110.063421
CN101080206	damaoqi	达茂旗	CN	China	中国	neimenggu	内蒙古	baotou	包头	41.42	110.26
CN101080208	donghe	东河	CN	China	中国	namenggu	内蒙古	baotou	包头	40.587056	110.026895
CN101080209	kundoulun	昆都仑	CN	China	中国	namenggu	内蒙古	baotou	包头	40.661345	109.822932
CN101080210	qingshan	青山	CN	China	中国	namenggu	内蒙古	baotou	包头	40.668558	109.880049
CN101080211	shiguai	石拐	CN	China	中国	namenggu	内蒙古	baotou	包头	40.672094	110.272565
CN101080212	jiuyuan	九原	CN	China	中国	namenggu	内蒙古	baotou	包头	40.600581	109.968122
CN101080301	wuhai	乌海	CN	China	中国	neimenggu	内蒙古	wuhai	乌海	39.673734	106.825563
CN101080302	haibowan	海勃湾	CN	China	中国	namenggu	内蒙古	wuhai	乌海	39.673527	106.817762
CN101080303	hainan	海南	CN	China	中国	namenggu	内蒙古	wuhai	乌海	39.44153	106.884789
CN101080304	wuda	乌达	CN	China	中国	namenggu	内蒙古	wuhai	乌海	39.502288	106.722711
CN101080401	jining	集宁	CN	China	中国	neimenggu	内蒙古	wulanchabu	乌兰察布	41.034134	113.116453
CN101080402	zhuozi	卓资	CN	China	中国	neimenggu	内蒙古	wulanchabu	乌兰察布	40.89576	112.577702
CN101080403	huade	化德	CN	China	中国	neimenggu	内蒙古	wulanchabu	乌兰察布	41.899335	114.01008
CN101080404	shangdu	商都	CN	China	中国	neimenggu	内蒙古	wulanchabu	乌兰察布	41.560163	113.560643
CN101080405	wulanchabu	乌兰察布	CN	China	中国	namenggu	内蒙古	wulanchabu	乌兰察布	41.034126	113.114543
CN101080406	xinghe	兴和	CN	China	中国	neimenggu	内蒙古	wulanchabu	乌兰察布	40.872437	113.834009
CN101080407	liangcheng	凉城	CN	China	中国	neimenggu	内蒙古	wulanchabu	乌兰察布	40.531627	112.500911
CN101080408	chayouqianqi	察右前旗	CN	China	中国	neimenggu	内蒙古	wulanchabu	乌兰察布	40.48	113.13
CN101080409	chayouzhongqi	察右中旗	CN	China	中国	neimenggu	内蒙古	wulanchabu	乌兰察布	41.16	112.37
CN101080410	chayouhouqi	察右后旗	CN	China	中国	neimenggu	内蒙古	wulanchabu	乌兰察布	41.27	113.11
CN101080411	siziwangqi	四子王旗	CN	China	中国	neimenggu	内蒙古	wulanchabu	乌兰察布	41.528114	111.70123
CN101080412	fengzhen	丰镇	CN	China	中国	neimenggu	内蒙古	wulanchabu	乌兰察布	40.437534	113.163462
CN101080501	tongliao	通辽	CN	China	中国	neimenggu	内蒙古	tongliao	通辽	43.617429	122.263119
CN101080503	kezuozhongqi	科左中旗	CN	China	中国	neimenggu	内蒙古	tongliao	通辽	44.08	123.18
CN101080504	kezuohouqi	科左后旗	CN	China	中国	neimenggu	内蒙古	tongliao	通辽	42.58	122.21
CN101080506	kailu	开鲁	CN	China	中国	neimenggu	内蒙古	tongliao	通辽	43.602432	121.308797
CN101080507	kulun	库伦	CN	China	中国	neimenggu	内蒙古	tongliao	通辽	42.734692	121.774886
CN101080508	naiman	奈曼	CN	China	中国	neimenggu	内蒙古	tongliao	通辽	42.84685	120.662543
CN101080509	zhalute	扎鲁特	CN	China	中国	neimenggu	内蒙古	tongliao	通辽	44.555294	120.905275
CN101080510	keerqin	科尔沁	CN	China	中国	namenggu	内蒙古	tongliao	通辽	45.059645	121.472818
CN101080512	huolinguole	霍林郭勒	CN	China	中国	neimenggu	内蒙古	tongliao	通辽	45.532361	119.657862
